schoolid,teacherid,collegeid,guanxi
5001,1242,4008,所属
5001,1243,4008,所属
5001,1244,4008,所属
5001,1245,4008,所属
5001,1246,4008,所属
5001,1247,4008,所属
5001,1248,4008,所属
5001,1249,4008,所属
5001,1250,4008,所属
5001,1251,4008,所属
5001,1252,4008,所属
5001,1253,4008,所属
5001,1254,4008,所属
5001,1255,4008,所属
5001,1256,4008,所属
5001,1257,4008,所属
5001,1258,4008,所属
5001,1259,4008,所属
5001,1260,4008,所属
5001,1261,4008,所属
5001,1262,4008,所属
5001,1263,4008,所属
5001,1264,4008,所属
5001,1265,4008,所属
5001,1266,4008,所属
5001,1267,4008,所属
5001,1268,4008,所属
5001,1269,4008,所属
5001,1270,4008,所属
5001,1271,4008,所属
5001,1272,4008,所属
5001,1273,4008,所属
5001,1274,4008,所属
5001,1275,4008,所属
5001,1276,4008,所属
5001,1277,4008,所属
5001,1278,4008,所属
5001,1279,4008,所属
5001,1280,4008,所属
5001,1281,4008,所属
5001,1282,4008,所属
5001,1283,4008,所属
5001,1284,4008,所属
5001,1285,4008,所属
5001,1286,4008,所属
5001,1287,4008,所属
5001,1288,4008,所属
5001,1289,4008,所属
5001,1290,4008,所属
5001,1291,4008,所属
5001,1292,4008,所属
5001,1293,4008,所属
5001,1294,4008,所属
5001,1295,4008,所属
5001,1296,4008,所属
5001,1297,4008,所属
5001,1298,4008,所属
5001,1299,4008,所属
5001,1300,4008,所属
5001,1301,4008,所属
5001,1302,4008,所属
5001,1303,4008,所属
5001,1304,4008,所属
5001,1305,4008,所属
5001,1306,4008,所属
5001,1307,4008,所属
5001,1308,4008,所属
5001,1309,4008,所属
5001,1310,4008,所属
5001,1311,4008,所属
5001,1312,4008,所属
5001,1313,4008,所属
5001,1314,4008,所属
5001,1315,4008,所属
5001,1316,4008,所属
5001,1317,4008,所属
5001,1318,4008,所属
5001,1319,4008,所属
5001,1320,4008,所属
5001,1321,4008,所属
5001,1322,4008,所属
5001,1323,4008,所属
5001,1324,4008,所属
5001,1325,4008,所属
5001,1326,4008,所属
5001,1327,4008,所属
5001,1328,4008,所属
5001,1329,4008,所属
5001,1330,4008,所属
5001,1331,4008,所属
5001,1332,4001,所属
5001,1333,4001,所属
5001,1334,4001,所属
5001,1335,4001,所属
5001,1336,4001,所属
5001,1337,4001,所属
5001,1338,4001,所属
5001,1339,4001,所属
5001,1340,4001,所属
5001,1341,4001,所属
5001,1342,4001,所属
5001,1343,4001,所属
5001,1344,4001,所属
5001,1345,4001,所属
5001,1346,4001,所属
5001,1347,4001,所属
5001,1348,4001,所属
5001,1349,4001,所属
5001,1350,4001,所属
5001,1351,4001,所属
5001,1352,4001,所属
5001,1353,4001,所属
5001,1354,4001,所属
5001,1355,4001,所属
5001,1356,4001,所属
5001,1357,4001,所属
5001,1358,4001,所属
5001,1359,4001,所属
5001,1360,4001,所属
5001,1361,4001,所属
5001,1362,4001,所属
5001,1363,4001,所属
5001,1364,4001,所属
5001,1365,4001,所属
5001,1366,4001,所属
5001,1367,4001,所属
5001,1368,4001,所属
5001,1369,4001,所属
5001,1370,4001,所属
5001,1371,4001,所属
5001,1372,4001,所属
5001,1373,4001,所属
5001,1374,4001,所属
5001,1375,4006,所属
5001,1376,4001,所属
5001,1377,4001,所属
5001,1378,4001,所属
5001,1379,4001,所属
5001,1380,4001,所属
5001,1381,4001,所属
5001,1382,4001,所属
5001,1383,4001,所属
5001,1384,4001,所属
5001,1385,4001,所属
5001,1386,4001,所属
5001,1387,4001,所属
5001,1388,4001,所属
5001,1389,4001,所属
5001,1390,4001,所属
5001,1391,4001,所属
5001,1392,4001,所属
5001,1393,4001,所属
5001,1394,4001,所属
5001,1395,4001,所属
5001,1396,4001,所属
5001,1397,4001,所属
5001,1398,4001,所属
5001,1399,4001,所属
5001,1400,4001,所属
5001,1401,4001,所属
5001,1402,4001,所属
5001,1403,4001,所属
5001,1404,4001,所属
5001,1405,4001,所属
5001,1406,4001,所属
5001,1407,4001,所属
5001,1408,4001,所属
5001,1409,4001,所属
5001,1410,4001,所属
5001,1411,4003,所属
5001,1412,4003,所属
5001,1413,4003,所属
5001,1414,4003,所属
5001,1415,4003,所属
5001,1416,4003,所属
5001,1417,4003,所属
5001,1418,4003,所属
5001,1419,4003,所属
5001,1420,4001,所属
5001,1421,4001,所属
5001,1422,4001,所属
5001,1423,4001,所属
5001,1424,4001,所属
5001,1425,4001,所属
5001,1426,4001,所属
5001,1427,4001,所属
5001,1428,4001,所属
5001,1429,4001,所属
5001,1430,4001,所属
5001,1431,4001,所属
5001,1432,4001,所属
5001,1433,4001,所属
5001,1434,4001,所属
5001,1435,4001,所属
5001,1436,4006,所属
5001,1437,4001,所属
5001,1438,4001,所属
5001,1439,4001,所属
5001,1440,4001,所属
5001,1441,4001,所属
5001,1442,4006,所属
5001,1443,4006,所属
5001,1444,4006,所属
5001,1445,4006,所属
5001,1446,4006,所属
5001,1447,4006,所属
5001,1448,4006,所属
5001,1449,4004,所属
5001,1450,4004,所属
5001,1451,4004,所属
5001,1452,4004,所属
5001,1453,4004,所属
5001,1454,4004,所属
5001,1455,4004,所属
5001,1456,4004,所属
5001,1457,4004,所属
5001,1458,4004,所属
5001,1459,4004,所属
5001,1460,4004,所属
5001,1461,4004,所属
5001,1462,4004,所属
5001,1463,4004,所属
5001,1464,4004,所属
5001,1465,4004,所属
5001,1466,4004,所属
5001,1467,4004,所属
5001,1468,4004,所属
5001,1469,4004,所属
5001,1470,4004,所属
5001,1471,4004,所属
5001,1472,4004,所属
5001,1473,4004,所属
5001,1474,4004,所属
5001,1475,4004,所属
5001,1476,4004,所属
5001,1477,4004,所属
5001,1478,4004,所属
5001,1479,4004,所属
5001,1480,4004,所属
5001,1481,4004,所属
5001,1482,4004,所属
5001,1483,4004,所属
5001,1484,4004,所属
5001,1485,4004,所属
5001,1486,4004,所属
5001,1487,4004,所属
5001,1488,4004,所属
5001,1489,4004,所属
5001,1490,4004,所属
5001,1491,4004,所属
5001,1492,4004,所属
5001,1493,4004,所属
5001,1494,4004,所属
5001,1495,4004,所属
5001,1496,4004,所属
5001,1497,4004,所属
5001,1498,4004,所属
5001,1499,4004,所属
5001,1500,4004,所属
5001,1501,4004,所属
5001,1502,4004,所属
5001,1503,4004,所属
5001,1504,4002,所属
5001,1505,4002,所属
5001,1506,4002,所属
5001,1507,4002,所属
5001,1508,4002,所属
5001,1509,4002,所属
5001,1510,4002,所属
5001,1511,4002,所属
5001,1511,4007,所属
5001,1512,4007,所属
5001,1513,4007,所属
5001,1514,4007,所属
5001,1515,4007,所属
5001,1516,4007,所属
5001,1517,4007,所属
5001,1518,4007,所属
5001,1519,4007,所属
5001,1520,4007,所属
5001,1521,4007,所属
5001,1522,4007,所属
5001,1523,4007,所属
5001,1524,4007,所属
5001,1525,4007,所属
5001,1526,4007,所属
5001,1527,4007,所属
5001,1528,4007,所属
5001,1529,4007,所属
5001,1530,4007,所属
5001,1531,4007,所属
5001,1532,4007,所属
5001,1533,4007,所属
5001,1534,4007,所属
5001,1535,4007,所属
5001,1536,4007,所属
5001,1537,4007,所属
5001,1538,4007,所属
5001,1539,4007,所属
5001,1540,4007,所属
5001,1541,4007,所属
5001,1542,4007,所属
5001,1543,4007,所属
5001,1544,4007,所属
5001,1545,4007,所属
5001,1546,4007,所属
5001,1547,4007,所属
5001,1548,4007,所属
5001,1549,4007,所属
5001,1550,4007,所属
5001,1551,4007,所属
5001,1552,4007,所属
